epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,877.307,0.98638,1.27461,0.17352,0.77241,0.9962,0.38581,0.29019,0.23818,0.1041,0.30222,0.33973,0.23521,0.12139,2.11254,4.17818,0.12162,2.23002,1.61637,0.00053225,0.00053225,0.00053225
118,884.019,1.01256,1.33243,0.1766,0.72194,1.00448,0.38581,0.29019,0.23818,0.1041,0.30222,0.33973,0.23521,0.12139,2.11254,4.17818,0.12162,2.23002,1.61637,0.000526063,0.000526063,0.000526063
119,892.732,0.98566,1.30949,0.18934,0.7288,0.99268,0.35822,0.34172,0.25031,0.11629,0.40591,0.26287,0.23145,0.11752,2.11829,4.13594,0.1203,2.10659,1.59968,0.000519875,0.000519875,0.000519875
120,898.206,0.96819,1.2843,0.19055,0.70602,0.99628,0.38243,0.28784,0.25068,0.12578,0.29268,0.33249,0.24593,0.14341,2.10183,4.11911,0.12162,2.00777,1.59213,0.000513688,0.000513688,0.000513688
121,908.851,0.9481,1.21339,0.18146,0.6871,0.98743,0.33128,0.33661,0.2345,0.11146,0.31446,0.30492,0.22413,0.14492,2.09038,4.13786,0.12241,2.05017,1.58627,0.0005075,0.0005075,0.0005075
122,916.868,0.96651,1.27493,0.20193,0.71729,1.00341,0.35205,0.30807,0.23965,0.0994,0.322,0.27823,0.22156,0.14969,2.07882,4.0669,0.12539,2.08499,1.57732,0.000501313,0.000501313,0.000501313
123,922.7,0.98104,1.20865,0.19111,0.70237,1.00816,0.35205,0.30807,0.23965,0.0994,0.322,0.27823,0.22156,0.14969,2.07882,4.0669,0.12539,2.08499,1.57732,0.000495125,0.000495125,0.000495125
124,927.905,0.97611,1.26476,0.1965,0.74633,1.01432,0.48812,0.22995,0.24274,0.09452,0.51438,0.2137,0.22792,0.1377,2.07919,4.06905,0.12527,2.09332,1.60448,0.000488938,0.000488938,0.000488938
125,935.288,0.97354,1.24088,0.18012,0.71209,1.00394,0.42335,0.29518,0.23684,0.10303,0.38553,0.27179,0.22337,0.13034,2.14008,4.09532,0.12963,2.15003,1.64177,0.00048275,0.00048275,0.00048275
126,939.294,0.96999,1.23964,0.19268,0.70866,1.00086,0.56962,0.25122,0.24732,0.10367,0.57284,0.22943,0.22341,0.13364,2.09716,4.06002,0.1282,2.15957,1.62819,0.000476562,0.000476562,0.000476562
127,945.384,0.99434,1.35662,0.20724,0.74838,1.00581,0.41858,0.29319,0.24198,0.10401,0.44651,0.27479,0.21672,0.14131,2.12069,4.08508,0.12148,2.1129,1.65084,0.000470375,0.000470375,0.000470375
128,949.955,0.96996,1.29414,0.18155,0.69549,0.97713,0.41858,0.29319,0.24198,0.10401,0.44651,0.27479,0.21672,0.14131,2.12069,4.08508,0.12148,2.1129,1.65084,0.000464188,0.000464188,0.000464188
129,954.864,0.96082,1.29499,0.18584,0.70159,1.00195,0.54197,0.27956,0.25769,0.09705,0.54745,0.26229,0.23037,0.1383,2.1261,4.11905,0.11796,2.08718,1.64766,0.000458,0.000458,0.000458
130,960.269,0.87048,1.07768,0.17016,0.64415,0.96209,0.41504,0.24079,0.19611,0.08948,0.45144,0.26505,0.2308,0.11651,2.10396,4.20924,0.12351,2.08422,1.62881,0.000451813,0.000451813,0.000451813
131,965.606,0.94781,1.24159,0.20194,0.68565,0.98597,0.30365,0.23466,0.17658,0.08218,0.45681,0.31375,0.25238,0.11572,2.09771,4.32922,0.12876,2.11091,1.63837,0.000445625,0.000445625,0.000445625
132,969.782,0.92118,1.19886,0.20038,0.67321,0.98779,0.25855,0.25911,0.17431,0.08596,0.31202,0.33426,0.23499,0.11522,2.08872,4.3638,0.12978,2.09966,1.63006,0.000439437,0.000439437,0.000439437
133,976.29,0.89258,1.09621,0.17163,0.65038,0.96928,0.25855,0.25911,0.17431,0.08596,0.31202,0.33426,0.23499,0.11522,2.08872,4.3638,0.12978,2.09966,1.63006,0.00043325,0.00043325,0.00043325
134,986.457,0.89195,1.13927,0.19015,0.66425,0.96592,0.28452,0.30817,0.23958,0.09506,0.34685,0.30168,0.24482,0.12573,2.10406,4.41067,0.13368,2.0534,1.60531,0.000427062,0.000427062,0.000427062
135,990.804,0.92049,1.14213,0.19038,0.67012,0.97973,0.26547,0.32689,0.24319,0.09655,0.53488,0.23936,0.26402,0.14634,2.15353,4.39918,0.13335,2.05371,1.62391,0.000420875,0.000420875,0.000420875
136,996.488,0.94505,1.29879,0.20168,0.71741,0.99582,0.31034,0.27192,0.22803,0.08835,0.3508,0.30909,0.25345,0.14526,2.19373,4.43012,0.1332,2.11002,1.64854,0.000414688,0.000414688,0.000414688
137,1001.53,0.89674,1.06706,0.17797,0.63446,0.97812,0.39682,0.22769,0.22917,0.08994,0.36465,0.22436,0.20786,0.13886,2.17023,4.45677,0.13781,2.1902,1.66431,0.0004085,0.0004085,0.0004085
138,1005.8,0.92086,1.19735,0.20101,0.66739,0.98278,0.39682,0.22769,0.22917,0.08994,0.36465,0.22436,0.20786,0.13886,2.17023,4.45677,0.13781,2.1902,1.66431,0.000402312,0.000402312,0.000402312
139,1013.73,0.96342,1.25445,0.17716,0.68532,0.98709,0.28017,0.23198,0.18854,0.09288,0.37512,0.31306,0.25869,0.14119,2.18264,4.39525,0.1428,2.19669,1.69103,0.000396125,0.000396125,0.000396125
140,1021.76,0.89356,1.09339,0.17503,0.64816,0.97252,0.29305,0.34053,0.25023,0.1018,0.33218,0.38445,0.27241,0.1639,2.14097,4.16243,0.14451,2.10113,1.65091,0.000389938,0.000389938,0.000389938
141,1030.13,0.87189,1.04934,0.17295,0.6285,0.96704,0.33921,0.32969,0.26652,0.10847,0.39587,0.38321,0.31014,0.1761,2.09606,3.98437,0.13945,2.08568,1.61884,0.00038375,0.00038375,0.00038375
142,1037.65,0.89988,1.15785,0.19863,0.63466,0.97297,0.34952,0.32259,0.2544,0.10557,0.41568,0.37611,0.30372,0.16834,2.10505,3.95605,0.12547,2.07027,1.62492,0.000377563,0.000377563,0.000377563
143,1046.17,0.91766,1.13416,0.18828,0.67094,0.98333,0.34952,0.32259,0.2544,0.10557,0.41568,0.37611,0.30372,0.16834,2.10505,3.95605,0.12547,2.07027,1.62492,0.000371375,0.000371375,0.000371375
144,1054.11,0.89325,1.13897,0.17129,0.63412,0.95883,0.3157,0.31955,0.24999,0.11101,0.38541,0.36513,0.29708,0.16298,2.11798,3.94599,0.12163,2.06991,1.63003,0.000365188,0.000365188,0.000365188
145,1059.15,0.91347,1.21209,0.21159,0.74016,1.00193,0.34117,0.28722,0.25166,0.11218,0.39489,0.31063,0.2947,0.16484,2.07891,3.9083,0.12826,2.06773,1.60188,0.000359,0.000359,0.000359
146,1064.3,0.89532,1.09335,0.19581,0.64325,0.96773,0.3203,0.31279,0.25068,0.10866,0.35193,0.35553,0.29626,0.15729,2.07116,3.90251,0.13043,2.09611,1.60537,0.000352812,0.000352812,0.000352812
147,1069.19,0.92357,1.23454,0.1777,0.6674,0.96583,0.33548,0.3077,0.23934,0.10447,0.33853,0.3179,0.249,0.12647,2.12632,3.94532,0.12836,2.18312,1.63996,0.000346625,0.000346625,0.000346625
148,1073.18,0.83803,1.05241,0.15646,0.61964,0.94937,0.33548,0.3077,0.23934,0.10447,0.33853,0.3179,0.249,0.12647,2.12632,3.94532,0.12836,2.18312,1.63996,0.000340438,0.000340438,0.000340438
149,1077.42,0.86612,1.05453,0.15365,0.63725,0.93695,0.35001,0.28668,0.23278,0.10365,0.3799,0.35871,0.25626,0.13381,2.17502,3.99729,0.12914,2.21368,1.67232,0.00033425,0.00033425,0.00033425
150,1082.46,0.87179,1.13909,0.19103,0.64301,0.97017,0.41579,0.2714,0.23146,0.09477,0.50322,0.32404,0.27037,0.13589,2.16635,3.99146,0.12712,2.20208,1.65762,0.000328063,0.000328063,0.000328063
151,1087.53,0.92259,1.19178,0.17058,0.66185,0.97173,0.48706,0.27319,0.23731,0.10079,0.49414,0.32026,0.27499,0.14596,2.13925,3.93103,0.12736,2.22923,1.62651,0.000321875,0.000321875,0.000321875
152,1091.67,0.85042,1.08924,0.17949,0.61356,0.96486,0.4316,0.28325,0.24919,0.109,0.50702,0.32406,0.28172,0.16848,2.114,3.82696,0.13031,2.19337,1.61087,0.000315687,0.000315687,0.000315687
153,1095.83,0.87744,1.1081,0.16135,0.59803,0.94854,0.4316,0.28325,0.24919,0.109,0.50702,0.32406,0.28172,0.16848,2.114,3.82696,0.13031,2.19337,1.61087,0.0003095,0.0003095,0.0003095
154,1101.31,0.84755,0.97902,0.18044,0.60591,0.96073,0.38025,0.29019,0.25286,0.10346,0.37297,0.29952,0.24289,0.16467,2.08246,3.81109,0.12927,2.11662,1.59601,0.000303313,0.000303313,0.000303313
155,1106.24,0.81722,0.89733,0.18437,0.61012,0.95494,0.2774,0.2373,0.2155,0.09815,0.36973,0.26892,0.24308,0.16451,2.07495,3.807,0.12681,2.10412,1.57983,0.000297125,0.000297125,0.000297125
156,1110.89,0.85041,1.03523,0.16963,0.61958,0.95628,0.37788,0.21932,0.22029,0.09802,0.32589,0.33043,0.26666,0.17427,2.06994,3.80871,0.12545,2.08877,1.57825,0.000290937,0.000290937,0.000290937
157,1118.07,0.89692,1.12219,0.15709,0.61877,0.95089,0.28939,0.28354,0.23066,0.10127,0.39386,0.35138,0.27227,0.1728,2.0373,3.81094,0.12566,2.0937,1.56259,0.00028475,0.00028475,0.00028475
158,1123.13,0.87551,1.01309,0.14631,0.60631,0.94246,0.28939,0.28354,0.23066,0.10127,0.39386,0.35138,0.27227,0.1728,2.0373,3.81094,0.12566,2.0937,1.56259,0.000278562,0.000278562,0.000278562
159,1127.67,0.89015,1.08212,0.1621,0.61584,0.96465,0.3098,0.3103,0.22676,0.10461,0.39513,0.3556,0.27188,0.17061,2.05352,3.78507,0.12519,2.09447,1.5608,0.000272375,0.000272375,0.000272375
160,1131.68,0.85076,1.02405,0.18094,0.59685,0.95747,0.45704,0.28552,0.25546,0.10501,0.45019,0.28283,0.24283,0.16056,2.08853,3.77514,0.12731,2.13398,1.57904,0.000266187,0.000266187,0.000266187
161,1136.28,0.87861,1.03341,0.15382,0.60371,0.93339,0.44661,0.28667,0.24833,0.09619,0.44533,0.34719,0.26848,0.16493,2.11339,3.77662,0.13273,2.18349,1.59762,0.00026,0.00026,0.00026
162,1146.21,0.78484,0.94166,0.15535,0.56701,0.91661,0.42398,0.27306,0.23757,0.09617,0.31101,0.37374,0.25011,0.15333,2.13903,3.82696,0.13746,2.24858,1.61018,0.000253812,0.000253812,0.000253812
163,1151.09,0.85786,0.98445,0.16185,0.6202,0.92965,0.42398,0.27306,0.23757,0.09617,0.31101,0.37374,0.25011,0.15333,2.13903,3.82696,0.13746,2.24858,1.61018,0.000247625,0.000247625,0.000247625
164,1156.56,0.82507,1.02118,0.1841,0.59458,0.94167,0.44218,0.2396,0.23655,0.10246,0.44646,0.2396,0.22323,0.14575,2.17832,3.90048,0.13856,2.33838,1.62652,0.000241438,0.000241438,0.000241438
165,1161.43,0.84027,1.12232,0.18947,0.60469,0.95653,0.44499,0.25106,0.22846,0.10186,0.43457,0.23166,0.21621,0.13841,2.15643,3.93695,0.13906,2.36085,1.61169,0.00023525,0.00023525,0.00023525
166,1166.51,0.85241,1.02422,0.15474,0.61976,0.94211,0.40155,0.27639,0.22768,0.09459,0.46571,0.29483,0.26295,0.15484,2.1612,4.02928,0.1428,2.29987,1.61271,0.000229063,0.000229063,0.000229063
167,1170.72,0.81389,0.95615,0.15616,0.57734,0.9383,0.40744,0.29585,0.24466,0.09778,0.4644,0.30963,0.27278,0.15524,2.12056,4.01665,0.14635,2.20846,1.59506,0.000222875,0.000222875,0.000222875
168,1178.96,0.83399,1.07183,0.16942,0.58648,0.93214,0.40744,0.29585,0.24466,0.09778,0.4644,0.30963,0.27278,0.15524,2.12056,4.01665,0.14635,2.20846,1.59506,0.000216688,0.000216688,0.000216688
169,1183.01,0.82301,0.98946,0.17878,0.58302,0.94307,0.40126,0.29918,0.25402,0.10085,0.44947,0.32144,0.27007,0.16,2.08219,4.05248,0.13997,2.16013,1.59649,0.0002105,0.0002105,0.0002105
170,1189.83,0.81682,0.98627,0.16164,0.5856,0.93288,0.42355,0.30486,0.25812,0.10417,0.46762,0.31874,0.27113,0.15992,2.08086,4.06793,0.13445,2.14608,1.59969,0.000204313,0.000204313,0.000204313
171,1194.52,0.82211,0.9312,0.15302,0.57201,0.92595,0.3816,0.31285,0.2594,0.11133,0.3878,0.34261,0.26061,0.15506,2.08211,4.04949,0.13083,2.13272,1.59384,0.000198125,0.000198125,0.000198125
172,1198.57,0.83293,1.00483,0.14933,0.60239,0.93808,0.35985,0.31736,0.2696,0.11602,0.37773,0.33977,0.26713,0.15584,2.07051,3.99894,0.13339,2.08751,1.57886,0.000191938,0.000191938,0.000191938
173,1203.69,0.81229,0.9499,0.1637,0.57467,0.93657,0.35985,0.31736,0.2696,0.11602,0.37773,0.33977,0.26713,0.15584,2.07051,3.99894,0.13339,2.08751,1.57886,0.00018575,0.00018575,0.00018575
174,1208.87,0.78063,0.93085,0.18719,0.57305,0.94701,0.36869,0.31161,0.27427,0.11527,0.42186,0.32062,0.28589,0.16267,2.06037,3.99633,0.13547,2.04004,1.56825,0.000179563,0.000179563,0.000179563
175,1213.6,0.80206,0.98789,0.18119,0.57865,0.93914,0.41704,0.29639,0.26785,0.10934,0.45567,0.31138,0.28831,0.16448,2.07588,3.94796,0.13864,2.06703,1.57686,0.000173375,0.000173375,0.000173375
176,1220.02,0.81283,0.93241,0.15829,0.59593,0.93969,0.39955,0.32127,0.2634,0.10675,0.37472,0.30936,0.25081,0.1615,2.08329,3.95472,0.13887,2.12268,1.58264,0.000167188,0.000167188,0.000167188
177,1224.82,0.78374,0.91701,0.15019,0.5473,0.92753,0.43847,0.30532,0.26325,0.10214,0.41462,0.29006,0.24558,0.16052,2.08313,3.9664,0.14023,2.18948,1.57402,0.000161,0.000161,0.000161
178,1229.74,0.75306,0.88269,0.17189,0.55408,0.93251,0.43847,0.30532,0.26325,0.10214,0.41462,0.29006,0.24558,0.16052,2.08313,3.9664,0.14023,2.18948,1.57402,0.000154812,0.000154812,0.000154812
179,1235.56,0.74561,0.90993,0.14083,0.55125,0.9114,0.43327,0.30939,0.25579,0.1019,0.49345,0.34447,0.28734,0.1674,2.09144,3.98295,0.13893,2.21752,1.57685,0.000148625,0.000148625,0.000148625
180,1243.21,0.7533,0.88652,0.16753,0.55946,0.93475,0.42533,0.30161,0.25664,0.10104,0.48177,0.33353,0.28528,0.16126,2.10123,3.98583,0.13736,2.22439,1.59099,0.000142437,0.000142437,0.000142437
181,1250.72,0.77635,0.91189,0.19819,0.56689,0.93965,0.42185,0.30366,0.25451,0.10094,0.41886,0.29769,0.26345,0.15389,2.10515,3.96955,0.13752,2.19501,1.59015,0.00013625,0.00013625,0.00013625
182,1256.2,0.75269,0.89538,0.15269,0.55722,0.93198,0.40119,0.29552,0.24946,0.10363,0.40489,0.30303,0.25549,0.1451,2.11093,3.937,0.13793,2.17206,1.59163,0.000130062,0.000130062,0.000130062
183,1267.04,0.75806,0.9049,0.16365,0.55733,0.92538,0.40119,0.29552,0.24946,0.10363,0.40489,0.30303,0.25549,0.1451,2.11093,3.937,0.13793,2.17206,1.59163,0.000123875,0.000123875,0.000123875
184,1272.18,0.76967,0.93209,0.16464,0.6136,0.92942,0.40572,0.29172,0.25242,0.10381,0.41109,0.29007,0.24063,0.15238,2.12389,3.9109,0.13748,2.15527,1.59616,0.000117687,0.000117687,0.000117687
185,1281.34,0.75815,0.89484,0.19287,0.56799,0.93685,0.38472,0.29872,0.25619,0.10212,0.46254,0.33847,0.28409,0.16009,2.12662,3.88571,0.13698,2.15697,1.60239,0.0001115,0.0001115,0.0001115
186,1286.59,0.75966,0.93403,0.16234,0.55199,0.91982,0.39271,0.29797,0.25299,0.10461,0.46774,0.34362,0.27962,0.16647,2.12631,3.89901,0.13715,2.16686,1.61659,0.000105312,0.000105312,0.000105312
187,1291.94,0.75037,0.90522,0.15463,0.54329,0.91965,0.39289,0.31435,0.25415,0.10641,0.47466,0.34078,0.28694,0.16907,2.12022,3.85498,0.13659,2.16895,1.6212,9.9125e-05,9.9125e-05,9.9125e-05
188,1296.84,0.78466,0.92713,0.15975,0.55685,0.93343,0.39289,0.31435,0.25415,0.10641,0.47466,0.34078,0.28694,0.16907,2.12022,3.85498,0.13659,2.16895,1.6212,9.29375e-05,9.29375e-05,9.29375e-05
189,1301.73,0.77836,0.90515,0.15598,0.55833,0.92753,0.39858,0.32245,0.2581,0.1071,0.41665,0.30369,0.2479,0.16332,2.10946,3.86141,0.14076,2.16617,1.62114,8.675e-05,8.675e-05,8.675e-05
190,1308.63,0.73551,0.83917,0.14605,0.53303,0.91225,0.4012,0.30308,0.2589,0.10671,0.42138,0.30368,0.25161,0.17067,2.10255,3.85909,0.14125,2.16427,1.6211,8.05625e-05,8.05625e-05,8.05625e-05
191,1323.64,0.75216,0.77493,0.08713,0.64767,0.92103,0.40176,0.29633,0.25689,0.09815,0.50878,0.3413,0.29222,0.17467,2.09546,3.86779,0.13875,2.16304,1.61517,7.4375e-05,7.4375e-05,7.4375e-05
192,1337.98,0.78265,0.74714,0.08112,0.65077,0.91673,0.32597,0.27794,0.21577,0.09242,0.50505,0.34016,0.28838,0.16823,2.08946,3.89086,0.13449,2.16594,1.61399,6.81875e-05,6.81875e-05,6.81875e-05
193,1346.56,0.80381,0.82146,0.0723,0.65681,0.92255,0.32597,0.27794,0.21577,0.09242,0.50505,0.34016,0.28838,0.16823,2.08946,3.89086,0.13449,2.16594,1.61399,6.2e-05,6.2e-05,6.2e-05
194,1355.09,0.69698,0.66461,0.094,0.54505,0.91873,0.34265,0.2876,0.21276,0.09441,0.47258,0.34676,0.28707,0.16602,2.08251,3.896,0.13043,2.16422,1.6205,5.58125e-05,5.58125e-05,5.58125e-05
195,1359.18,0.72933,0.673,0.08784,0.54605,0.91692,0.3424,0.28476,0.21545,0.09524,0.46635,0.35667,0.28422,0.16742,2.09446,3.93677,0.12784,2.18273,1.63457,4.9625e-05,4.9625e-05,4.9625e-05
196,1364.78,0.66228,0.5923,0.06397,0.50875,0.88023,0.3294,0.27146,0.21487,0.09742,0.50977,0.31812,0.28738,0.16634,2.11038,3.97403,0.12559,2.19979,1.64983,4.34375e-05,4.34375e-05,4.34375e-05
197,1373.55,0.70057,0.64489,0.07579,0.5277,0.90447,0.42872,0.29179,0.25688,0.0998,0.46009,0.34861,0.27565,0.163,2.11509,4.01291,0.12218,2.21257,1.64968,3.725e-05,3.725e-05,3.725e-05
198,1382.33,0.67472,0.61484,0.07667,0.50697,0.88615,0.42872,0.29179,0.25688,0.0998,0.46009,0.34861,0.27565,0.163,2.11509,4.01291,0.12218,2.21257,1.64968,3.10625e-05,3.10625e-05,3.10625e-05
199,1390.26,0.7316,0.74156,0.05677,0.55831,0.89168,0.43418,0.2937,0.25402,0.10155,0.48634,0.33456,0.27417,0.16214,2.1212,4.03043,0.11991,2.22943,1.65584,2.4875e-05,2.4875e-05,2.4875e-05
200,1398.53,0.71954,0.63597,0.07125,0.5474,0.90194,0.43896,0.29823,0.25494,0.10106,0.48779,0.33463,0.27206,0.16149,2.12414,4.04324,0.11695,2.22585,1.66427,1.86875e-05,1.86875e-05,1.86875e-05
